Cell_ID,Latitude,Longitude,Dominant_NUTS2,Dominant_NUTS0,Nuts0_ID,Nuts2_ID,IdClimateRoger,ClimateDescription,IdClimateAggregated,AggregatedClimateDescription
4821,40.083,-4.083,ES42,ES,9,93,8,Mediterranean,8,Mediterranean
4822,40.083,-3.917,ES42,ES,9,93,8,Mediterranean,8,Mediterranean
4823,40.083,-3.75,ES42,ES,9,93,8,Mediterranean,8,Mediterranean
4824,40.083,-3.083,ES42,ES,9,93,8,Mediterranean,8,Mediterranean
4825,40.083,-2.917,ES42,ES,9,93,8,Mediterranean,8,Mediterranean
4826,40.083,-2.75,ES42,ES,9,93,8,Mediterranean,8,Mediterranean
4827,40.083,-2.583,ES42,ES,9,93,8,Mediterranean,8,Mediterranean
4828,40.083,-2.417,ES42,ES,9,93,8,Mediterranean,8,Mediterranean
4829,40.083,-2.25,ES42,ES,9,93,8,Mediterranean,8,Mediterranean
4830,40.083,-2.083,ES42,ES,9,93,8,Mediterranean,8,Mediterranean
4831,40.083,-1.917,ES42,ES,9,93,8,Mediterranean,8,Mediterranean
4832,40.083,-1.75,ES42,ES,9,93,8,Mediterranean,8,Mediterranean
4833,40.083,-1.583,ES42,ES,9,93,8,Mediterranean,8,Mediterranean
4834,40.083,-1.417,ES42,ES,9,93,8,Mediterranean,8,Mediterranean
4835,40.25,-4.75,ES42,ES,9,93,8,Mediterranean,8,Mediterranean
4836,40.25,-4.417,ES42,ES,9,93,8,Mediterranean,8,Mediterranean
4837,40.25,-4.25,ES42,ES,9,93,8,Mediterranean,8,Mediterranean
4838,40.25,-3.083,ES42,ES,9,93,8,Mediterranean,8,Mediterranean
4839,40.25,-2.917,ES42,ES,9,93,8,Mediterranean,8,Mediterranean
4840,40.25,-2.75,ES42,ES,9,93,8,Mediterranean,8,Mediterranean
4841,40.25,-2.583,ES42,ES,9,93,8,Mediterranean,8,Mediterranean
4842,40.25,-2.417,ES42,ES,9,93,8,Mediterranean,8,Mediterranean
4843,40.25,-2.25,ES42,ES,9,93,8,Mediterranean,8,Mediterranean
4844,40.25,-2.083,ES42,ES,9,93,8,Mediterranean,8,Mediterranean
4845,40.25,-1.917,ES42,ES,9,93,8,Mediterranean,8,Mediterranean
4846,40.25,-1.75,ES42,ES,9,93,8,Mediterranean,8,Mediterranean
4847,40.417,-3.083,ES42,ES,9,93,8,Mediterranean,8,Mediterranean
4848,40.417,-2.917,ES42,ES,9,93,8,Mediterranean,8,Mediterranean
4849,40.417,-2.75,ES42,ES,9,93,8,Mediterranean,8,Mediterranean
4850,40.417,-2.583,ES42,ES,9,93,8,Mediterranean,8,Mediterranean
4851,40.417,-2.417,ES42,ES,9,93,8,Mediterranean,8,Mediterranean
4852,40.417,-2.25,ES42,ES,9,93,8,Mediterranean,8,Mediterranean
4853,40.417,-2.083,ES42,ES,9,93,8,Mediterranean,8,Mediterranean
4854,40.417,-1.917,ES42,ES,9,93,8,Mediterranean,8,Mediterranean
4855,40.583,-3.25,ES42,ES,9,93,8,Mediterranean,8,Mediterranean
4856,40.583,-3.083,ES42,ES,9,93,8,Mediterranean,8,Mediterranean
4857,40.583,-2.917,ES42,ES,9,93,8,Mediterranean,8,Mediterranean
4858,40.583,-2.75,ES42,ES,9,93,8,Mediterranean,8,Mediterranean
4859,40.583,-2.583,ES42,ES,9,93,8,Mediterranean,8,Mediterranean
4860,40.583,-2.417,ES42,ES,9,93,8,Mediterranean,8,Mediterranean
4861,40.583,-2.25,ES42,ES,9,93,8,Mediterranean,8,Mediterranean
4862,40.583,-2.083,ES42,ES,9,93,8,Mediterranean,8,Mediterranean
4863,40.583,-1.917,ES42,ES,9,93,8,Mediterranean,8,Mediterranean
4864,40.583,-1.75,ES42,ES,9,93,8,Mediterranean,8,Mediterranean
4865,40.75,-3.417,ES42,ES,9,93,8,Mediterranean,8,Mediterranean
4866,40.75,-3.25,ES42,ES,9,93,8,Mediterranean,8,Mediterranean
4867,40.75,-3.083,ES42,ES,9,93,8,Mediterranean,8,Mediterranean
4868,40.75,-2.917,ES42,ES,9,93,8,Mediterranean,8,Mediterranean
4869,40.75,-2.75,ES42,ES,9,93,8,Mediterranean,8,Mediterranean
4870,40.75,-2.583,ES42,ES,9,93,8,Mediterranean,8,Mediterranean
4871,40.75,-2.417,ES42,ES,9,93,8,Mediterranean,8,Mediterranean
4872,40.75,-2.25,ES42,ES,9,93,8,Mediterranean,8,Mediterranean
4873,40.75,-2.083,ES42,ES,9,93,8,Mediterranean,8,Mediterranean
4874,40.75,-1.917,ES42,ES,9,93,8,Mediterranean,8,Mediterranean
4875,40.75,-1.75,ES42,ES,9,93,8,Mediterranean,8,Mediterranean
4876,40.75,-1.583,ES42,ES,9,93,8,Mediterranean,8,Mediterranean
4877,40.917,-3.417,ES42,ES,9,93,8,Mediterranean,8,Mediterranean
4878,40.917,-3.25,ES42,ES,9,93,8,Mediterranean,8,Mediterranean
4879,40.917,-3.083,ES42,ES,9,93,8,Mediterranean,8,Mediterranean
4880,40.917,-2.917,ES42,ES,9,93,8,Mediterranean,8,Mediterranean
4881,40.917,-2.75,ES42,ES,9,93,8,Mediterranean,8,Mediterranean
4882,40.917,-2.583,ES42,ES,9,93,8,Mediterranean,8,Mediterranean
4883,40.917,-2.417,ES42,ES,9,93,8,Mediterranean,8,Mediterranean
4884,40.917,-2.25,ES42,ES,9,93,8,Mediterranean,8,Mediterranean
4885,40.917,-2.083,ES42,ES,9,93,8,Mediterranean,8,Mediterranean
4886,40.917,-1.917,ES42,ES,9,93,8,Mediterranean,8,Mediterranean
4887,40.917,-1.75,ES42,ES,9,93,8,Mediterranean,8,Mediterranean
4888,41.083,-3.417,ES42,ES,9,93,8,Mediterranean,8,Mediterranean
4889,41.083,-3.25,ES42,ES,9,93,8,Mediterranean,8,Mediterranean
4890,41.083,-3.083,ES42,ES,9,93,8,Mediterranean,8,Mediterranean
4891,41.083,-2.917,ES42,ES,9,93,8,Mediterranean,8,Mediterranean
4892,41.083,-2.75,ES42,ES,9,93,8,Mediterranean,8,Mediterranean
4893,41.083,-2.583,ES42,ES,9,93,8,Mediterranean,8,Mediterranean
4894,41.083,-2.083,ES42,ES,9,93,8,Mediterranean,8,Mediterranean
4895,41.083,-1.917,ES42,ES,9,93,8,Mediterranean,8,Mediterranean
4896,41.25,-3.25,ES42,ES,9,93,8,Mediterranean,8,Mediterranean
4897,41.25,-3.083,ES42,ES,9,93,8,Mediterranean,8,Mediterranean
4898,41.25,-2.917,ES42,ES,9,93,8,Mediterranean,8,Mediterranean
4899,41.25,-2.75,ES42,ES,9,93,8,Mediterranean,8,Mediterranean
4900,38.083,-6.583,ES43,ES,9,94,8,Mediterranean,8,Mediterranean
4901,38.083,-6.417,ES43,ES,9,94,8,Mediterranean,8,Mediterranean
4902,38.083,-6.25,ES43,ES,9,94,8,Mediterranean,8,Mediterranean
4903,38.083,-6.083,ES43,ES,9,94,8,Mediterranean,8,Mediterranean
4904,38.083,-5.917,ES43,ES,9,94,8,Mediterranean,8,Mediterranean
4905,38.25,-7.083,ES43,ES,9,94,8,Mediterranean,8,Mediterranean
4906,38.25,-6.917,ES43,ES,9,94,8,Mediterranean,8,Mediterranean
4907,38.25,-6.75,ES43,ES,9,94,8,Mediterranean,8,Mediterranean
4908,38.25,-6.583,ES43,ES,9,94,8,Mediterranean,8,Mediterranean
4909,38.25,-6.417,ES43,ES,9,94,8,Mediterranean,8,Mediterranean
4910,38.25,-6.25,ES43,ES,9,94,8,Mediterranean,8,Mediterranean
4911,38.25,-6.083,ES43,ES,9,94,8,Mediterranean,8,Mediterranean
4912,38.25,-5.917,ES43,ES,9,94,8,Mediterranean,8,Mediterranean
4913,38.25,-5.75,ES43,ES,9,94,8,Mediterranean,8,Mediterranean
4914,38.25,-5.583,ES43,ES,9,94,8,Mediterranean,8,Mediterranean
4915,38.417,-7.25,ES43,ES,9,94,8,Mediterranean,8,Mediterranean
4916,38.417,-7.083,ES43,ES,9,94,8,Mediterranean,8,Mediterranean
4917,38.417,-6.917,ES43,ES,9,94,8,Mediterranean,8,Mediterranean
4918,38.417,-6.75,ES43,ES,9,94,8,Mediterranean,8,Mediterranean
4919,38.417,-6.583,ES43,ES,9,94,8,Mediterranean,8,Mediterranean
4920,38.417,-6.417,ES43,ES,9,94,8,Mediterranean,8,Mediterranean
4921,38.417,-6.25,ES43,ES,9,94,8,Mediterranean,8,Mediterranean
4922,38.417,-6.083,ES43,ES,9,94,8,Mediterranean,8,Mediterranean
4923,38.417,-5.917,ES43,ES,9,94,8,Mediterranean,8,Mediterranean
4924,38.417,-5.75,ES43,ES,9,94,8,Mediterranean,8,Mediterranean
4925,38.417,-5.583,ES43,ES,9,94,8,Mediterranean,8,Mediterranean
4926,38.583,-7.25,ES43,ES,9,94,8,Mediterranean,8,Mediterranean
4927,38.583,-7.083,ES43,ES,9,94,8,Mediterranean,8,Mediterranean
4928,38.583,-6.917,ES43,ES,9,94,8,Mediterranean,8,Mediterranean
4929,38.583,-6.75,ES43,ES,9,94,8,Mediterranean,8,Mediterranean
4930,38.583,-6.583,ES43,ES,9,94,8,Mediterranean,8,Mediterranean
4931,38.583,-6.417,ES43,ES,9,94,8,Mediterranean,8,Mediterranean
4932,38.583,-6.25,ES43,ES,9,94,8,Mediterranean,8,Mediterranean
4933,38.583,-6.083,ES43,ES,9,94,8,Mediterranean,8,Mediterranean
4934,38.583,-5.917,ES43,ES,9,94,8,Mediterranean,8,Mediterranean
4935,38.583,-5.75,ES43,ES,9,94,8,Mediterranean,8,Mediterranean
4936,38.583,-5.583,ES43,ES,9,94,8,Mediterranean,8,Mediterranean
4937,38.583,-5.417,ES43,ES,9,94,8,Mediterranean,8,Mediterranean
4938,38.75,-7.083,ES43,ES,9,94,8,Mediterranean,8,Mediterranean
4939,38.75,-6.917,ES43,ES,9,94,8,Mediterranean,8,Mediterranean
4940,38.75,-6.75,ES43,ES,9,94,8,Mediterranean,8,Mediterranean
4941,38.75,-6.583,ES43,ES,9,94,8,Mediterranean,8,Mediterranean
4942,38.75,-6.417,ES43,ES,9,94,8,Mediterranean,8,Mediterranean
4943,38.75,-6.25,ES43,ES,9,94,8,Mediterranean,8,Mediterranean
4944,38.75,-6.083,ES43,ES,9,94,8,Mediterranean,8,Mediterranean
4945,38.75,-5.917,ES43,ES,9,94,8,Mediterranean,8,Mediterranean
4946,38.75,-5.75,ES43,ES,9,94,8,Mediterranean,8,Mediterranean
4947,38.75,-5.583,ES43,ES,9,94,8,Mediterranean,8,Mediterranean
4948,38.75,-5.417,ES43,ES,9,94,8,Mediterranean,8,Mediterranean
4949,38.75,-5.25,ES43,ES,9,94,8,Mediterranean,8,Mediterranean
4950,38.75,-5.083,ES43,ES,9,94,8,Mediterranean,8,Mediterranean
4951,38.917,-6.917,ES43,ES,9,94,8,Mediterranean,8,Mediterranean
4952,38.917,-6.75,ES43,ES,9,94,8,Mediterranean,8,Mediterranean
4953,38.917,-6.583,ES43,ES,9,94,8,Mediterranean,8,Mediterranean
4954,38.917,-6.417,ES43,ES,9,94,8,Mediterranean,8,Mediterranean
4955,38.917,-6.25,ES43,ES,9,94,8,Mediterranean,8,Mediterranean
4956,38.917,-6.083,ES43,ES,9,94,8,Mediterranean,8,Mediterranean
4957,38.917,-5.917,ES43,ES,9,94,8,Mediterranean,8,Mediterranean
4958,38.917,-5.75,ES43,ES,9,94,8,Mediterranean,8,Mediterranean
4959,38.917,-5.583,ES43,ES,9,94,8,Mediterranean,8,Mediterranean
4960,38.917,-5.417,ES43,ES,9,94,8,Mediterranean,8,Mediterranean
4961,38.917,-5.25,ES43,ES,9,94,8,Mediterranean,8,Mediterranean
4962,38.917,-5.083,ES43,ES,9,94,8,Mediterranean,8,Mediterranean
4963,38.917,-4.917,ES43,ES,9,94,8,Mediterranean,8,Mediterranean
4964,39.083,-6.917,ES43,ES,9,94,8,Mediterranean,8,Mediterranean
4965,39.083,-6.75,ES43,ES,9,94,8,Mediterranean,8,Mediterranean
4966,39.083,-6.583,ES43,ES,9,94,8,Mediterranean,8,Mediterranean
4967,39.083,-6.417,ES43,ES,9,94,8,Mediterranean,8,Mediterranean
4968,39.083,-6.25,ES43,ES,9,94,8,Mediterranean,8,Mediterranean
4969,39.083,-6.083,ES43,ES,9,94,8,Mediterranean,8,Mediterranean
4970,39.083,-5.917,ES43,ES,9,94,8,Mediterranean,8,Mediterranean
4971,39.083,-5.75,ES43,ES,9,94,8,Mediterranean,8,Mediterranean
4972,39.083,-5.583,ES43,ES,9,94,8,Mediterranean,8,Mediterranean
4973,39.083,-5.417,ES43,ES,9,94,8,Mediterranean,8,Mediterranean
4974,39.083,-5.25,ES43,ES,9,94,8,Mediterranean,8,Mediterranean
4975,39.083,-5.083,ES43,ES,9,94,8,Mediterranean,8,Mediterranean
4976,39.083,-4.917,ES43,ES,9,94,8,Mediterranean,8,Mediterranean
4977,39.25,-7.083,ES43,ES,9,94,8,Mediterranean,8,Mediterranean
4978,39.25,-6.917,ES43,ES,9,94,8,Mediterranean,8,Mediterranean
4979,39.25,-6.75,ES43,ES,9,94,8,Mediterranean,8,Mediterranean
4980,39.25,-6.583,ES43,ES,9,94,8,Mediterranean,8,Mediterranean
4981,39.25,-6.417,ES43,ES,9,94,8,Mediterranean,8,Mediterranean
4982,39.25,-6.25,ES43,ES,9,94,8,Mediterranean,8,Mediterranean
4983,39.25,-6.083,ES43,ES,9,94,8,Mediterranean,8,Mediterranean
4984,39.25,-5.917,ES43,ES,9,94,8,Mediterranean,8,Mediterranean
4985,39.25,-5.75,ES43,ES,9,94,8,Mediterranean,8,Mediterranean
4986,39.25,-5.583,ES43,ES,9,94,8,Mediterranean,8,Mediterranean
4987,39.25,-5.417,ES43,ES,9,94,8,Mediterranean,8,Mediterranean
4988,39.25,-5.25,ES43,ES,9,94,8,Mediterranean,8,Mediterranean
4989,39.25,-5.083,ES43,ES,9,94,8,Mediterranean,8,Mediterranean
4990,39.25,-4.917,ES43,ES,9,94,8,Mediterranean,8,Mediterranean
4991,39.25,-4.75,ES43,ES,9,94,8,Mediterranean,8,Mediterranean
4992,39.417,-7.25,ES43,ES,9,94,8,Mediterranean,8,Mediterranean
4993,39.417,-7.083,ES43,ES,9,94,8,Mediterranean,8,Mediterranean
4994,39.417,-6.917,ES43,ES,9,94,8,Mediterranean,8,Mediterranean
4995,39.417,-6.75,ES43,ES,9,94,8,Mediterranean,8,Mediterranean
4996,39.417,-6.583,ES43,ES,9,94,8,Mediterranean,8,Mediterranean
4997,39.417,-6.417,ES43,ES,9,94,8,Mediterranean,8,Mediterranean
4998,39.417,-6.25,ES43,ES,9,94,8,Mediterranean,8,Mediterranean
4999,39.417,-6.083,ES43,ES,9,94,8,Mediterranean,8,Mediterranean
5000,39.417,-5.917,ES43,ES,9,94,8,Mediterranean,8,Mediterranean
5001,39.417,-5.75,ES43,ES,9,94,8,Mediterranean,8,Mediterranean
5002,39.417,-5.583,ES43,ES,9,94,8,Mediterranean,8,Mediterranean
5003,39.417,-5.417,ES43,ES,9,94,8,Mediterranean,8,Mediterranean
5004,39.417,-5.25,ES43,ES,9,94,8,Mediterranean,8,Mediterranean
5005,39.417,-5.083,ES43,ES,9,94,8,Mediterranean,8,Mediterranean
5006,39.583,-7.417,ES43,ES,9,94,8,Mediterranean,8,Mediterranean
5007,39.583,-7.25,ES43,ES,9,94,8,Mediterranean,8,Mediterranean
5008,39.583,-7.083,ES43,ES,9,94,8,Mediterranean,8,Mediterranean
5009,39.583,-6.917,ES43,ES,9,94,8,Mediterranean,8,Mediterranean
5010,39.583,-6.75,ES43,ES,9,94,8,Mediterranean,8,Mediterranean
5011,39.583,-6.583,ES43,ES,9,94,8,Mediterranean,8,Mediterranean
5012,39.583,-6.417,ES43,ES,9,94,8,Mediterranean,8,Mediterranean
5013,39.583,-6.25,ES43,ES,9,94,8,Mediterranean,8,Mediterranean
5014,39.583,-6.083,ES43,ES,9,94,8,Mediterranean,8,Mediterranean
5015,39.583,-5.917,ES43,ES,9,94,8,Mediterranean,8,Mediterranean
5016,39.583,-5.75,ES43,ES,9,94,8,Mediterranean,8,Mediterranean
5017,39.583,-5.583,ES43,ES,9,94,8,Mediterranean,8,Mediterranean
5018,39.583,-5.417,ES43,ES,9,94,8,Mediterranean,8,Mediterranean
5019,39.583,-5.25,ES43,ES,9,94,8,Mediterranean,8,Mediterranean
5020,39.75,-6.917,ES43,ES,9,94,8,Mediterranean,8,Mediterranean
5021,39.75,-6.75,ES43,ES,9,94,8,Mediterranean,8,Mediterranean
5022,39.75,-6.583,ES43,ES,9,94,8,Mediterranean,8,Mediterranean
5023,39.75,-6.417,ES43,ES,9,94,8,Mediterranean,8,Mediterranean
5024,39.75,-6.25,ES43,ES,9,94,8,Mediterranean,8,Mediterranean
5025,39.75,-6.083,ES43,ES,9,94,8,Mediterranean,8,Mediterranean
5026,39.75,-5.917,ES43,ES,9,94,8,Mediterranean,8,Mediterranean
5027,39.75,-5.75,ES43,ES,9,94,8,Mediterranean,8,Mediterranean
5028,39.75,-5.583,ES43,ES,9,94,8,Mediterranean,8,Mediterranean
5029,39.75,-5.417,ES43,ES,9,94,8,Mediterranean,8,Mediterranean
5030,39.75,-5.25,ES43,ES,9,94,8,Mediterranean,8,Mediterranean
5031,39.917,-6.75,ES43,ES,9,94,8,Mediterranean,8,Mediterranean
5032,39.917,-6.583,ES43,ES,9,94,8,Mediterranean,8,Mediterranean
5033,39.917,-6.417,ES43,ES,9,94,8,Mediterranean,8,Mediterranean
5034,39.917,-6.25,ES43,ES,9,94,8,Mediterranean,8,Mediterranean
5035,39.917,-6.083,ES43,ES,9,94,8,Mediterranean,8,Mediterranean
5036,39.917,-5.917,ES43,ES,9,94,8,Mediterranean,8,Mediterranean
5037,39.917,-5.75,ES43,ES,9,94,8,Mediterranean,8,Mediterranean
5038,39.917,-5.583,ES43,ES,9,94,8,Mediterranean,8,Mediterranean
5039,39.917,-5.417,ES43,ES,9,94,8,Mediterranean,8,Mediterranean
5040,40.083,-6.917,ES43,ES,9,94,8,Mediterranean,8,Mediterranean
5041,40.083,-6.75,ES43,ES,9,94,8,Mediterranean,8,Mediterranean
5042,40.083,-6.583,ES43,ES,9,94,8,Mediterranean,8,Mediterranean
5043,40.083,-6.417,ES43,ES,9,94,8,Mediterranean,8,Mediterranean
5044,40.083,-6.25,ES43,ES,9,94,8,Mediterranean,8,Mediterranean
5045,40.083,-6.083,ES43,ES,9,94,8,Mediterranean,8,Mediterranean
5046,40.083,-5.917,ES43,ES,9,94,8,Mediterranean,8,Mediterranean
5047,40.083,-5.75,ES43,ES,9,94,8,Mediterranean,8,Mediterranean
5048,40.083,-5.583,ES43,ES,9,94,8,Mediterranean,8,Mediterranean
5049,40.083,-5.417,ES43,ES,9,94,8,Mediterranean,8,Mediterranean
5050,40.25,-6.917,ES43,ES,9,94,8,Mediterranean,8,Mediterranean
5051,40.25,-6.75,ES43,ES,9,94,8,Mediterranean,8,Mediterranean
5052,40.25,-6.583,ES43,ES,9,94,8,Mediterranean,8,Mediterranean
5053,40.25,-6.417,ES43,ES,9,94,8,Mediterranean,8,Mediterranean
5054,40.25,-6.25,ES43,ES,9,94,8,Mediterranean,8,Mediterranean
5055,40.25,-6.083,ES43,ES,9,94,8,Mediterranean,8,Mediterranean
5056,40.25,-5.917,ES43,ES,9,94,8,Mediterranean,8,Mediterranean
5057,40.25,-5.75,ES43,ES,9,94,8,Mediterranean,8,Mediterranean
5058,40.417,-6.25,ES43,ES,9,94,8,Mediterranean,8,Mediterranean
5059,40.583,0.417,ES51,ES,9,95,8,Mediterranean,8,Mediterranean
5060,40.583,0.583,ES51,ES,9,95,8,Mediterranean,8,Mediterranean
5061,40.75,0.25,ES51,ES,9,95,8,Mediterranean,8,Mediterranean
5062,40.75,0.417,ES51,ES,9,95,8,Mediterranean,8,Mediterranean
5063,40.75,0.583,ES51,ES,9,95,8,Mediterranean,8,Mediterranean
5064,40.75,0.75,ES51,ES,9,95,8,Mediterranean,8,Mediterranean
5065,40.917,0.417,ES51,ES,9,95,8,Mediterranean,8,Mediterranean
5066,40.917,0.583,ES51,ES,9,95,8,Mediterranean,8,Mediterranean
5067,40.917,0.75,ES51,ES,9,95,8,Mediterranean,8,Mediterranean
5068,41.083,0.25,ES51,ES,9,95,8,Mediterranean,8,Mediterranean
5069,41.083,0.417,ES51,ES,9,95,8,Mediterranean,8,Mediterranean
5070,41.083,0.583,ES51,ES,9,95,8,Mediterranean,8,Mediterranean
5071,41.083,0.75,ES51,ES,9,95,8,Mediterranean,8,Mediterranean
5072,41.083,0.917,ES51,ES,9,95,8,Mediterranean,8,Mediterranean
5073,41.083,1.083,ES51,ES,9,95,8,Mediterranean,8,Mediterranean
5074,41.083,1.25,ES51,ES,9,95,8,Mediterranean,8,Mediterranean
5075,41.25,0.417,ES51,ES,9,95,8,Mediterranean,8,Mediterranean
5076,41.25,0.583,ES51,ES,9,95,8,Mediterranean,8,Mediterranean
5077,41.25,0.75,ES51,ES,9,95,8,Mediterranean,8,Mediterranean
5078,41.25,0.917,ES51,ES,9,95,8,Mediterranean,8,Mediterranean
5079,41.25,1.083,ES51,ES,9,95,8,Mediterranean,8,Mediterranean
5080,41.25,1.25,ES51,ES,9,95,8,Mediterranean,8,Mediterranean
5081,41.25,1.417,ES51,ES,9,95,8,Mediterranean,8,Mediterranean
5082,41.25,1.583,ES51,ES,9,95,8,Mediterranean,8,Mediterranean
5083,41.25,1.75,ES51,ES,9,95,8,Mediterranean,8,Mediterranean
5084,41.25,1.917,ES51,ES,9,95,8,Mediterranean,8,Mediterranean
5085,41.25,2.083,ES51,ES,9,95,8,Mediterranean,8,Mediterranean
5086,41.417,0.417,ES51,ES,9,95,8,Mediterranean,8,Mediterranean
5087,41.417,0.583,ES51,ES,9,95,8,Mediterranean,8,Mediterranean
5088,41.417,0.75,ES51,ES,9,95,8,Mediterranean,8,Mediterranean
5089,41.417,0.917,ES51,ES,9,95,8,Mediterranean,8,Mediterranean
5090,41.417,1.083,ES51,ES,9,95,8,Mediterranean,8,Mediterranean
5091,41.417,1.25,ES51,ES,9,95,8,Mediterranean,8,Mediterranean
5092,41.417,1.417,ES51,ES,9,95,8,Mediterranean,8,Mediterranean
5093,41.417,1.583,ES51,ES,9,95,8,Mediterranean,8,Mediterranean
5094,41.417,1.75,ES51,ES,9,95,8,Mediterranean,8,Mediterranean
5095,41.417,1.917,ES51,ES,9,95,8,Mediterranean,8,Mediterranean
5096,41.417,2.083,ES51,ES,9,95,8,Mediterranean,8,Mediterranean
5097,41.417,2.25,ES51,ES,9,95,8,Mediterranean,8,Mediterranean
5098,41.583,0.417,ES51,ES,9,95,8,Mediterranean,8,Mediterranean
5099,41.583,0.583,ES51,ES,9,95,8,Mediterranean,8,Mediterranean
5100,41.583,0.75,ES51,ES,9,95,8,Mediterranean,8,Mediterranean
5101,41.583,0.917,ES51,ES,9,95,8,Mediterranean,8,Mediterranean
5102,41.583,1.083,ES51,ES,9,95,8,Mediterranean,8,Mediterranean
5103,41.583,1.25,ES51,ES,9,95,8,Mediterranean,8,Mediterranean
5104,41.583,1.417,ES51,ES,9,95,8,Mediterranean,8,Mediterranean
5105,41.583,1.583,ES51,ES,9,95,8,Mediterranean,8,Mediterranean
5106,41.583,1.75,ES51,ES,9,95,8,Mediterranean,8,Mediterranean
5107,41.583,1.917,ES51,ES,9,95,8,Mediterranean,8,Mediterranean
5108,41.583,2.083,ES51,ES,9,95,8,Mediterranean,8,Mediterranean
5109,41.583,2.25,ES51,ES,9,95,8,Mediterranean,8,Mediterranean
5110,41.583,2.417,ES51,ES,9,95,8,Mediterranean,8,Mediterranean
5111,41.583,2.583,ES51,ES,9,95,8,Mediterranean,8,Mediterranean
5112,41.75,0.417,ES51,ES,9,95,8,Mediterranean,8,Mediterranean
5113,41.75,0.583,ES51,ES,9,95,8,Mediterranean,8,Mediterranean
5114,41.75,0.75,ES51,ES,9,95,8,Mediterranean,8,Mediterranean
5115,41.75,0.917,ES51,ES,9,95,8,Mediterranean,8,Mediterranean
5116,41.75,1.083,ES51,ES,9,95,8,Mediterranean,8,Mediterranean
5117,41.75,1.25,ES51,ES,9,95,8,Mediterranean,8,Mediterranean
5118,41.75,1.417,ES51,ES,9,95,8,Mediterranean,8,Mediterranean
5119,41.75,1.583,ES51,ES,9,95,8,Mediterranean,8,Mediterranean
5120,41.75,1.75,ES51,ES,9,95,8,Mediterranean,8,Mediterranean
5121,41.75,1.917,ES51,ES,9,95,8,Mediterranean,8,Mediterranean
5122,41.75,2.083,ES51,ES,9,95,8,Mediterranean,8,Mediterranean
5123,41.75,2.25,ES51,ES,9,95,8,Mediterranean,8,Mediterranean
5124,41.75,2.417,ES51,ES,9,95,8,Mediterranean,8,Mediterranean
5125,41.75,2.583,ES51,ES,9,95,8,Mediterranean,8,Mediterranean
5126,41.75,2.75,ES51,ES,9,95,8,Mediterranean,8,Mediterranean
5127,41.75,2.917,ES51,ES,9,95,8,Mediterranean,8,Mediterranean
5128,41.917,0.75,ES51,ES,9,95,8,Mediterranean,8,Mediterranean
5129,41.917,0.917,ES51,ES,9,95,8,Mediterranean,8,Mediterranean
5130,41.917,1.083,ES51,ES,9,95,8,Mediterranean,8,Mediterranean
5131,41.917,1.25,ES51,ES,9,95,8,Mediterranean,8,Mediterranean
5132,41.917,1.417,ES51,ES,9,95,8,Mediterranean,8,Mediterranean
5133,41.917,1.583,ES51,ES,9,95,8,Mediterranean,8,Mediterranean
5134,41.917,1.75,ES51,ES,9,95,8,Mediterranean,8,Mediterranean
5135,41.917,1.917,ES51,ES,9,95,8,Mediterranean,8,Mediterranean
5136,41.917,2.083,ES51,ES,9,95,8,Mediterranean,8,Mediterranean
5137,41.917,2.25,ES51,ES,9,95,8,Mediterranean,8,Mediterranean
5138,41.917,2.417,ES51,ES,9,95,8,Mediterranean,8,Mediterranean
5139,41.917,2.583,ES51,ES,9,95,8,Mediterranean,8,Mediterranean
5140,41.917,2.75,ES51,ES,9,95,8,Mediterranean,8,Mediterranean
5141,41.917,2.917,ES51,ES,9,95,8,Mediterranean,8,Mediterranean
5142,41.917,3.083,ES51,ES,9,95,8,Mediterranean,8,Mediterranean
5143,42.083,0.75,ES51,ES,9,95,8,Mediterranean,8,Mediterranean
5144,42.083,0.917,ES51,ES,9,95,8,Mediterranean,8,Mediterranean
5145,42.083,1.083,ES51,ES,9,95,8,Mediterranean,8,Mediterranean
5146,42.083,1.25,ES51,ES,9,95,8,Mediterranean,8,Mediterranean
5147,42.083,1.417,ES51,ES,9,95,8,Mediterranean,8,Mediterranean
5148,42.083,1.583,ES51,ES,9,95,8,Mediterranean,8,Mediterranean
5149,42.083,1.75,ES51,ES,9,95,8,Mediterranean,8,Mediterranean
5150,42.083,1.917,ES51,ES,9,95,8,Mediterranean,8,Mediterranean
5151,42.083,2.083,ES51,ES,9,95,8,Mediterranean,8,Mediterranean
5152,42.083,2.25,ES51,ES,9,95,8,Mediterranean,8,Mediterranean
5153,42.083,2.417,ES51,ES,9,95,8,Mediterranean,8,Mediterranean
5154,42.083,2.583,ES51,ES,9,95,8,Mediterranean,8,Mediterranean
5155,42.083,2.75,ES51,ES,9,95,8,Mediterranean,8,Mediterranean
5156,42.083,2.917,ES51,ES,9,95,8,Mediterranean,8,Mediterranean
5157,42.083,3.083,ES51,ES,9,95,8,Mediterranean,8,Mediterranean
5158,42.25,0.75,ES51,ES,9,95,8,Mediterranean,8,Mediterranean
5159,42.25,0.917,ES51,ES,9,95,8,Mediterranean,8,Mediterranean
5160,42.25,1.083,ES51,ES,9,95,1,Alpine,1,Alpine
5161,42.25,1.25,ES51,ES,9,95,1,Alpine,1,Alpine
